# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-11-15 22:48:12 EST       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01052500 Diamond River near Wentworth Location, NH
# -----------------------------------------------------------------------------------
#
# Data provided for site 01052500
#            TS   parameter     Description
#         65661       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#    91  Daily mean calculated from data on this day matches published daily mean within 1 percent
# 
agency_cd	site_no	datetime	tz_cd	65661_00060	65661_00060_cd
USGS	01052500	2005-04-14 15:30	EDT	605	A:[91]
USGS	01052500	2005-04-14 15:45	EDT	619	A:[91]
USGS	01052500	2005-04-14 16:00	EDT	623	A:[91]
USGS	01052500	2005-04-14 16:15	EDT	623	A:[91]
USGS	01052500	2005-04-14 16:30	EDT	609	A:[91]
USGS	01052500	2005-04-14 16:45	EDT	609	A:[91]
USGS	01052500	2005-04-14 17:00	EDT	623	A:[91]
USGS	01052500	2005-04-14 17:15	EDT	609	A:[91]
USGS	01052500	2005-04-14 17:30	EDT	619	A:[91]
USGS	01052500	2005-04-14 17:45	EDT	623	A:[91]
USGS	01052500	2005-04-14 18:00	EDT	628	A:[91]
USGS	01052500	2005-04-14 18:15	EDT	628	A:[91]
USGS	01052500	2005-04-14 18:30	EDT	628	A:[91]
USGS	01052500	2005-04-14 18:45	EDT	632	A:[91]
USGS	01052500	2005-04-14 19:00	EDT	637	A:[91]
USGS	01052500	2005-04-14 19:15	EDT	646	A:[91]
USGS	01052500	2005-04-14 19:30	EDT	642	A:[91]
USGS	01052500	2005-04-14 19:45	EDT	646	A:[91]
USGS	01052500	2005-04-14 20:00	EDT	642	A:[91]
USGS	01052500	2005-04-14 20:15	EDT	651	A:[91]
USGS	01052500	2005-04-14 20:30	EDT	661	A:[91]
USGS	01052500	2005-04-14 20:45	EDT	656	A:[91]
USGS	01052500	2005-04-14 21:00	EDT	661	A:[91]
USGS	01052500	2005-04-14 21:15	EDT	665	A:[91]
USGS	01052500	2005-04-14 21:30	EDT	670	A:[91]
USGS	01052500	2005-04-14 21:45	EDT	661	A:[91]
USGS	01052500	2005-04-14 22:00	EDT	670	A:[91]
USGS	01052500	2005-04-14 22:15	EDT	670	A:[91]
USGS	01052500	2005-04-14 22:30	EDT	690	A:[91]
USGS	01052500	2005-04-14 22:45	EDT	685	A:[91]
USGS	01052500	2005-04-14 23:00	EDT	690	A:[91]
USGS	01052500	2005-04-14 23:15	EDT	695	A:[91]
USGS	01052500	2005-04-14 23:30	EDT	695	A:[91]
USGS	01052500	2005-04-14 23:45	EDT	695	A:[91]
USGS	01052500	2005-04-15 00:00	EDT	704	A:[91]
USGS	01052500	2005-04-15 00:15	EDT	695	A:[91]
USGS	01052500	2005-04-15 00:30	EDT	709	A:[91]
USGS	01052500	2005-04-15 00:45	EDT	704	A:[91]
USGS	01052500	2005-04-15 01:00	EDT	704	A:[91]
USGS	01052500	2005-04-15 01:15	EDT	704	A:[91]
USGS	01052500	2005-04-15 01:30	EDT	704	A:[91]
USGS	01052500	2005-04-15 01:45	EDT	715	A:[91]
USGS	01052500	2005-04-15 02:00	EDT	704	A:[91]
USGS	01052500	2005-04-15 02:15	EDT	709	A:[91]
USGS	01052500	2005-04-15 02:30	EDT	704	A:[91]
USGS	01052500	2005-04-15 02:45	EDT	715	A:[91]
USGS	01052500	2005-04-15 03:00	EDT	709	A:[91]
USGS	01052500	2005-04-15 03:15	EDT	700	A:[91]
USGS	01052500	2005-04-15 03:30	EDT	720	A:[91]
USGS	01052500	2005-04-15 03:45	EDT	704	A:[91]
USGS	01052500	2005-04-15 04:00	EDT	720	A:[91]
USGS	01052500	2005-04-15 04:15	EDT	700	A:[91]
USGS	01052500	2005-04-15 04:30	EDT	709	A:[91]
USGS	01052500	2005-04-15 04:45	EDT	709	A:[91]
USGS	01052500	2005-04-15 05:00	EDT	695	A:[91]
USGS	01052500	2005-04-15 05:15	EDT	704	A:[91]
USGS	01052500	2005-04-15 05:30	EDT	704	A:[91]
USGS	01052500	2005-04-15 05:45	EDT	709	A:[91]
USGS	01052500	2005-04-15 06:00	EDT	700	A:[91]
USGS	01052500	2005-04-15 06:15	EDT	700	A:[91]
USGS	01052500	2005-04-15 06:30	EDT	700	A:[91]
USGS	01052500	2005-04-15 06:45	EDT	690	A:[91]
USGS	01052500	2005-04-15 07:00	EDT	690	A:[91]
USGS	01052500	2005-04-15 07:15	EDT	690	A:[91]
USGS	01052500	2005-04-15 07:30	EDT	675	A:[91]
USGS	01052500	2005-04-15 07:45	EDT	670	A:[91]
USGS	01052500	2005-04-15 08:00	EDT	665	A:[91]
USGS	01052500	2005-04-15 08:15	EDT	665	A:[91]
USGS	01052500	2005-04-15 08:30	EDT	661	A:[91]
USGS	01052500	2005-04-15 08:45	EDT	651	A:[91]
USGS	01052500	2005-04-15 09:00	EDT	665	A:[91]
USGS	01052500	2005-04-15 09:15	EDT	656	A:[91]
USGS	01052500	2005-04-15 09:30	EDT	651	A:[91]
USGS	01052500	2005-04-15 09:45	EDT	646	A:[91]
USGS	01052500	2005-04-15 10:00	EDT	656	A:[91]
USGS	01052500	2005-04-15 10:15	EDT	651	A:[91]
USGS	01052500	2005-04-15 10:30	EDT	656	A:[91]
USGS	01052500	2005-04-15 10:45	EDT	646	A:[91]
USGS	01052500	2005-04-15 11:00	EDT	651	A:[91]
USGS	01052500	2005-04-15 11:15	EDT	646	A:[91]
USGS	01052500	2005-04-15 11:30	EDT	646	A:[91]
USGS	01052500	2005-04-15 11:45	EDT	651	A:[91]
USGS	01052500	2005-04-15 12:00	EDT	651	A:[91]
USGS	01052500	2005-04-15 12:15	EDT	646	A:[91]
USGS	01052500	2005-04-15 12:30	EDT	632	A:[91]
USGS	01052500	2005-04-15 12:45	EDT	646	A:[91]
USGS	01052500	2005-04-15 13:00	EDT	642	A:[91]
USGS	01052500	2005-04-15 13:15	EDT	646	A:[91]
USGS	01052500	2005-04-15 13:30	EDT	642	A:[91]
USGS	01052500	2005-04-15 13:45	EDT	651	A:[91]
USGS	01052500	2005-04-15 14:00	EDT	646	A:[91]
USGS	01052500	2005-04-15 14:15	EDT	642	A:[91]
USGS	01052500	2005-04-15 14:30	EDT	642	A:[91]
USGS	01052500	2005-04-15 14:45	EDT	637	A:[91]
USGS	01052500	2005-04-15 15:00	EDT	637	A:[91]
USGS	01052500	2005-04-15 15:15	EDT	637	A:[91]
USGS	01052500	2005-04-15 15:30	EDT	632	A:[91]
USGS	01052500	2005-04-15 15:45	EDT	637	A:[91]
USGS	01052500	2005-04-15 16:00	EDT	637	A:[91]
USGS	01052500	2005-04-15 16:15	EDT	637	A:[91]
USGS	01052500	2005-04-15 16:30	EDT	642	A:[91]
USGS	01052500	2005-04-15 16:45	EDT	642	A:[91]
USGS	01052500	2005-04-15 17:00	EDT	651	A:[91]
USGS	01052500	2005-04-15 17:15	EDT	651	A:[91]
USGS	01052500	2005-04-15 17:30	EDT	656	A:[91]
USGS	01052500	2005-04-15 17:45	EDT	661	A:[91]
USGS	01052500	2005-04-15 18:00	EDT	670	A:[91]
USGS	01052500	2005-04-15 18:15	EDT	670	A:[91]
USGS	01052500	2005-04-15 18:30	EDT	690	A:[91]
USGS	01052500	2005-04-15 18:45	EDT	695	A:[91]
USGS	01052500	2005-04-15 19:00	EDT	695	A:[91]
USGS	01052500	2005-04-15 19:15	EDT	709	A:[91]
USGS	01052500	2005-04-15 19:30	EDT	704	A:[91]
USGS	01052500	2005-04-15 19:45	EDT	709	A:[91]
USGS	01052500	2005-04-15 20:00	EDT	735	A:[91]
USGS	01052500	2005-04-15 20:15	EDT	725	A:[91]
USGS	01052500	2005-04-15 20:30	EDT	761	A:[91]
USGS	01052500	2005-04-15 20:45	EDT	756	A:[91]
USGS	01052500	2005-04-15 21:00	EDT	777	A:[91]
USGS	01052500	2005-04-15 21:15	EDT	777	A:[91]
USGS	01052500	2005-04-15 21:30	EDT	793	A:[91]
USGS	01052500	2005-04-15 21:45	EDT	793	A:[91]
USGS	01052500	2005-04-15 22:00	EDT	793	A:[91]
USGS	01052500	2005-04-15 22:15	EDT	815	A:[91]
USGS	01052500	2005-04-15 22:30	EDT	809	A:[91]
USGS	01052500	2005-04-15 22:45	EDT	809	A:[91]
USGS	01052500	2005-04-15 23:00	EDT	820	A:[91]
USGS	01052500	2005-04-15 23:15	EDT	837	A:[91]
USGS	01052500	2005-04-15 23:30	EDT	842	A:[91]
USGS	01052500	2005-04-15 23:45	EDT	831	A:[91]
USGS	01052500	2005-04-16 00:00	EDT	854	A:[91]
USGS	01052500	2005-04-16 00:15	EDT	854	A:[91]
USGS	01052500	2005-04-16 00:30	EDT	859	A:[91]
USGS	01052500	2005-04-16 00:45	EDT	848	A:[91]
USGS	01052500	2005-04-16 01:00	EDT	842	A:[91]
USGS	01052500	2005-04-16 01:15	EDT	859	A:[91]
USGS	01052500	2005-04-16 01:30	EDT	848	A:[91]
USGS	01052500	2005-04-16 01:45	EDT	854	A:[91]
USGS	01052500	2005-04-16 02:00	EDT	871	A:[91]
USGS	01052500	2005-04-16 02:15	EDT	882	A:[91]
USGS	01052500	2005-04-16 02:30	EDT	865	A:[91]
USGS	01052500	2005-04-16 02:45	EDT	871	A:[91]
USGS	01052500	2005-04-16 03:00	EDT	877	A:[91]
USGS	01052500	2005-04-16 03:15	EDT	877	A:[91]
USGS	01052500	2005-04-16 03:30	EDT	865	A:[91]
USGS	01052500	2005-04-16 03:45	EDT	871	A:[91]
USGS	01052500	2005-04-16 04:00	EDT	882	A:[91]
USGS	01052500	2005-04-16 04:15	EDT	871	A:[91]
USGS	01052500	2005-04-16 04:30	EDT	865	A:[91]
USGS	01052500	2005-04-16 04:45	EDT	877	A:[91]
USGS	01052500	2005-04-16 05:00	EDT	888	A:[91]
USGS	01052500	2005-04-16 05:15	EDT	859	A:[91]
USGS	01052500	2005-04-16 05:30	EDT	859	A:[91]
USGS	01052500	2005-04-16 05:45	EDT	871	A:[91]
USGS	01052500	2005-04-16 06:00	EDT	877	A:[91]
USGS	01052500	2005-04-16 06:15	EDT	871	A:[91]
USGS	01052500	2005-04-16 06:30	EDT	877	A:[91]
USGS	01052500	2005-04-16 06:45	EDT	871	A:[91]
USGS	01052500	2005-04-16 07:00	EDT	888	A:[91]
USGS	01052500	2005-04-16 07:15	EDT	871	A:[91]
USGS	01052500	2005-04-16 07:30	EDT	882	A:[91]
USGS	01052500	2005-04-16 07:45	EDT	854	A:[91]
USGS	01052500	2005-04-16 08:00	EDT	854	A:[91]
USGS	01052500	2005-04-16 08:15	EDT	871	A:[91]
USGS	01052500	2005-04-16 08:30	EDT	865	A:[91]
USGS	01052500	2005-04-16 08:45	EDT	859	A:[91]
USGS	01052500	2005-04-16 09:00	EDT	854	A:[91]
USGS	01052500	2005-04-16 09:15	EDT	848	A:[91]
USGS	01052500	2005-04-16 09:30	EDT	848	A:[91]
USGS	01052500	2005-04-16 09:45	EDT	848	A:[91]
USGS	01052500	2005-04-16 10:00	EDT	842	A:[91]
USGS	01052500	2005-04-16 10:15	EDT	848	A:[91]
USGS	01052500	2005-04-16 10:30	EDT	842	A:[91]
USGS	01052500	2005-04-16 10:45	EDT	831	A:[91]
USGS	01052500	2005-04-16 11:00	EDT	837	A:[91]
USGS	01052500	2005-04-16 11:15	EDT	831	A:[91]
USGS	01052500	2005-04-16 11:30	EDT	820	A:[91]
USGS	01052500	2005-04-16 11:45	EDT	820	A:[91]
USGS	01052500	2005-04-16 12:00	EDT	804	A:[91]
USGS	01052500	2005-04-16 12:15	EDT	804	A:[91]
USGS	01052500	2005-04-16 12:30	EDT	809	A:[91]
USGS	01052500	2005-04-16 12:45	EDT	804	A:[91]
USGS	01052500	2005-04-16 13:00	EDT	804	A:[91]
USGS	01052500	2005-04-16 13:15	EDT	787	A:[91]
USGS	01052500	2005-04-16 13:30	EDT	804	A:[91]
USGS	01052500	2005-04-16 13:45	EDT	787	A:[91]
USGS	01052500	2005-04-16 14:00	EDT	787	A:[91]
USGS	01052500	2005-04-16 14:15	EDT	782	A:[91]
USGS	01052500	2005-04-16 14:30	EDT	787	A:[91]
USGS	01052500	2005-04-16 14:45	EDT	793	A:[91]
USGS	01052500	2005-04-16 15:00	EDT	787	A:[91]
USGS	01052500	2005-04-16 15:15	EDT	787	A:[91]
USGS	01052500	2005-04-16 15:30	EDT	793	A:[91]
USGS	01052500	2005-04-16 15:45	EDT	793	A:[91]
USGS	01052500	2005-04-16 16:00	EDT	804	A:[91]
USGS	01052500	2005-04-16 16:15	EDT	804	A:[91]
USGS	01052500	2005-04-16 16:30	EDT	815	A:[91]
USGS	01052500	2005-04-16 16:45	EDT	804	A:[91]
USGS	01052500	2005-04-16 17:00	EDT	809	A:[91]
USGS	01052500	2005-04-16 17:15	EDT	831	A:[91]
USGS	01052500	2005-04-16 17:30	EDT	837	A:[91]
USGS	01052500	2005-04-16 17:45	EDT	854	A:[91]
USGS	01052500	2005-04-16 18:00	EDT	865	A:[91]
USGS	01052500	2005-04-16 18:15	EDT	894	A:[91]
USGS	01052500	2005-04-16 18:30	EDT	924	A:[91]
USGS	01052500	2005-04-16 18:45	EDT	942	A:[91]
USGS	01052500	2005-04-16 19:00	EDT	954	A:[91]
USGS	01052500	2005-04-16 19:15	EDT	979	A:[91]
USGS	01052500	2005-04-16 19:30	EDT	1010	A:[91]
USGS	01052500	2005-04-16 19:45	EDT	1080	A:[91]
USGS	01052500	2005-04-16 20:00	EDT	1090	A:[91]
USGS	01052500	2005-04-16 20:15	EDT	1100	A:[91]
USGS	01052500	2005-04-16 20:30	EDT	1130	A:[91]
USGS	01052500	2005-04-16 20:45	EDT	1150	A:[91]
USGS	01052500	2005-04-16 21:00	EDT	1170	A:[91]
USGS	01052500	2005-04-16 21:15	EDT	1180	A:[91]
USGS	01052500	2005-04-16 21:30	EDT	1220	A:[91]
USGS	01052500	2005-04-16 21:45	EDT	1240	A:[91]
USGS	01052500	2005-04-16 22:00	EDT	1230	A:[91]
USGS	01052500	2005-04-16 22:15	EDT	1270	A:[91]
USGS	01052500	2005-04-16 22:30	EDT	1270	A:[91]
USGS	01052500	2005-04-16 22:45	EDT	1290	A:[91]
USGS	01052500	2005-04-16 23:00	EDT	1290	A:[91]
USGS	01052500	2005-04-16 23:15	EDT	1300	A:[91]
USGS	01052500	2005-04-16 23:30	EDT	1320	A:[91]
USGS	01052500	2005-04-16 23:45	EDT	1310	A:[91]
USGS	01052500	2005-04-17 00:00	EDT	1340	A:[91]
USGS	01052500	2005-04-17 00:15	EDT	1340	A:[91]
USGS	01052500	2005-04-17 00:30	EDT	1340	A:[91]
USGS	01052500	2005-04-17 00:45	EDT	1340	A:[91]
USGS	01052500	2005-04-17 01:00	EDT	1340	A:[91]
USGS	01052500	2005-04-17 01:15	EDT	1370	A:[91]
USGS	01052500	2005-04-17 01:30	EDT	1370	A:[91]
USGS	01052500	2005-04-17 01:45	EDT	1390	A:[91]
USGS	01052500	2005-04-17 02:00	EDT	1410	A:[91]
USGS	01052500	2005-04-17 02:15	EDT	1440	A:[91]
USGS	01052500	2005-04-17 02:30	EDT	1430	A:[91]
USGS	01052500	2005-04-17 02:45	EDT	1390	A:[91]
USGS	01052500	2005-04-17 03:00	EDT	1410	A:[91]
USGS	01052500	2005-04-17 03:15	EDT	1400	A:[91]
USGS	01052500	2005-04-17 03:30	EDT	1440	A:[91]
USGS	01052500	2005-04-17 03:45	EDT	1370	A:[91]
USGS	01052500	2005-04-17 04:00	EDT	1440	A:[91]
USGS	01052500	2005-04-17 04:15	EDT	1420	A:[91]
USGS	01052500	2005-04-17 04:30	EDT	1450	A:[91]
USGS	01052500	2005-04-17 04:45	EDT	1410	A:[91]
USGS	01052500	2005-04-17 05:00	EDT	1400	A:[91]
USGS	01052500	2005-04-17 05:15	EDT	1410	A:[91]
USGS	01052500	2005-04-17 05:30	EDT	1420	A:[91]
USGS	01052500	2005-04-17 05:45	EDT	1400	A:[91]
USGS	01052500	2005-04-17 06:00	EDT	1430	A:[91]
USGS	01052500	2005-04-17 06:15	EDT	1400	A:[91]
USGS	01052500	2005-04-17 06:30	EDT	1410	A:[91]
USGS	01052500	2005-04-17 06:45	EDT	1420	A:[91]
USGS	01052500	2005-04-17 07:00	EDT	1400	A:[91]
USGS	01052500	2005-04-17 07:15	EDT	1410	A:[91]
USGS	01052500	2005-04-17 07:30	EDT	1400	A:[91]
USGS	01052500	2005-04-17 07:45	EDT	1390	A:[91]
USGS	01052500	2005-04-17 08:00	EDT	1400	A:[91]
USGS	01052500	2005-04-17 08:15	EDT	1400	A:[91]
USGS	01052500	2005-04-17 08:30	EDT	1390	A:[91]
USGS	01052500	2005-04-17 08:45	EDT	1350	A:[91]
USGS	01052500	2005-04-17 09:00	EDT	1400	A:[91]
USGS	01052500	2005-04-17 09:15	EDT	1370	A:[91]
USGS	01052500	2005-04-17 09:30	EDT	1370	A:[91]
USGS	01052500	2005-04-17 09:45	EDT	1370	A:[91]
USGS	01052500	2005-04-17 10:00	EDT	1320	A:[91]
USGS	01052500	2005-04-17 10:15	EDT	1340	A:[91]
USGS	01052500	2005-04-17 10:30	EDT	1330	A:[91]
USGS	01052500	2005-04-17 10:45	EDT	1340	A:[91]
USGS	01052500	2005-04-17 11:00	EDT	1320	A:[91]
USGS	01052500	2005-04-17 11:15	EDT	1320	A:[91]
USGS	01052500	2005-04-17 11:30	EDT	1310	A:[91]
USGS	01052500	2005-04-17 11:45	EDT	1310	A:[91]
USGS	01052500	2005-04-17 12:00	EDT	1290	A:[91]
USGS	01052500	2005-04-17 12:15	EDT	1270	A:[91]
USGS	01052500	2005-04-17 12:30	EDT	1290	A:[91]
USGS	01052500	2005-04-17 12:45	EDT	1260	A:[91]
USGS	01052500	2005-04-17 13:00	EDT	1250	A:[91]
USGS	01052500	2005-04-17 13:15	EDT	1230	A:[91]
USGS	01052500	2005-04-17 13:30	EDT	1250	A:[91]
USGS	01052500	2005-04-17 13:45	EDT	1240	A:[91]
USGS	01052500	2005-04-17 14:00	EDT	1240	A:[91]
USGS	01052500	2005-04-17 14:15	EDT	1240	A:[91]
USGS	01052500	2005-04-17 14:30	EDT	1220	A:[91]
USGS	01052500	2005-04-17 14:45	EDT	1250	A:[91]
USGS	01052500	2005-04-17 15:00	EDT	1230	A:[91]
USGS	01052500	2005-04-17 15:15	EDT	1240	A:[91]
USGS	01052500	2005-04-17 15:30	EDT	1250	A:[91]
USGS	01052500	2005-04-17 15:45	EDT	1250	A:[91]
USGS	01052500	2005-04-17 16:00	EDT	1270	A:[91]
USGS	01052500	2005-04-17 16:15	EDT	1330	A:[91]
USGS	01052500	2005-04-17 16:30	EDT	1360	A:[91]
USGS	01052500	2005-04-17 16:45	EDT	1330	A:[91]
USGS	01052500	2005-04-17 17:00	EDT	1410	A:[91]
USGS	01052500	2005-04-17 17:15	EDT	1440	A:[91]
USGS	01052500	2005-04-17 17:30	EDT	1540	A:[91]
USGS	01052500	2005-04-17 17:45	EDT	1550	A:[91]
USGS	01052500	2005-04-17 18:00	EDT	1590	A:[91]
USGS	01052500	2005-04-17 18:15	EDT	1670	A:[91]
USGS	01052500	2005-04-17 18:30	EDT	1750	A:[91]
USGS	01052500	2005-04-17 18:45	EDT	1770	A:[91]
USGS	01052500	2005-04-17 19:00	EDT	1810	A:[91]
USGS	01052500	2005-04-17 19:15	EDT	1920	A:[91]
USGS	01052500	2005-04-17 19:30	EDT	1920	A:[91]
USGS	01052500	2005-04-17 19:45	EDT	1950	A:[91]
USGS	01052500	2005-04-17 20:00	EDT	1950	A:[91]
USGS	01052500	2005-04-17 20:15	EDT	2090	A:[91]
USGS	01052500	2005-04-17 20:30	EDT	2110	A:[91]
USGS	01052500	2005-04-17 20:45	EDT	2100	A:[91]
USGS	01052500	2005-04-17 21:00	EDT	2130	A:[91]
USGS	01052500	2005-04-17 21:15	EDT	2210	A:[91]
USGS	01052500	2005-04-17 21:30	EDT	2180	A:[91]
USGS	01052500	2005-04-17 21:45	EDT	2190	A:[91]
USGS	01052500	2005-04-17 22:00	EDT	2240	A:[91]
USGS	01052500	2005-04-17 22:15	EDT	2250	A:[91]
USGS	01052500	2005-04-17 22:30	EDT	2230	A:[91]
USGS	01052500	2005-04-17 22:45	EDT	2280	A:[91]
USGS	01052500	2005-04-17 23:00	EDT	2240	A:[91]
USGS	01052500	2005-04-17 23:15	EDT	2310	A:[91]
USGS	01052500	2005-04-17 23:30	EDT	2250	A:[91]
USGS	01052500	2005-04-17 23:45	EDT	2280	A:[91]
USGS	01052500	2005-04-18 00:00	EDT	2270	A:[91]
USGS	01052500	2005-04-18 00:15	EDT	2320	A:[91]
USGS	01052500	2005-04-18 00:30	EDT	2290	A:[91]
USGS	01052500	2005-04-18 00:45	EDT	2290	A:[91]
USGS	01052500	2005-04-18 01:00	EDT	2270	A:[91]
USGS	01052500	2005-04-18 01:15	EDT	2310	A:[91]
USGS	01052500	2005-04-18 01:30	EDT	2270	A:[91]
USGS	01052500	2005-04-18 01:45	EDT	2270	A:[91]
USGS	01052500	2005-04-18 02:00	EDT	2300	A:[91]
USGS	01052500	2005-04-18 02:15	EDT	2290	A:[91]
USGS	01052500	2005-04-18 02:30	EDT	2310	A:[91]
USGS	01052500	2005-04-18 02:45	EDT	2240	A:[91]
USGS	01052500	2005-04-18 03:00	EDT	2270	A:[91]
USGS	01052500	2005-04-18 03:15	EDT	2230	A:[91]
USGS	01052500	2005-04-18 03:30	EDT	2230	A:[91]
USGS	01052500	2005-04-18 03:45	EDT	2230	A:[91]
USGS	01052500	2005-04-18 04:00	EDT	2210	A:[91]
USGS	01052500	2005-04-18 04:15	EDT	2220	A:[91]
USGS	01052500	2005-04-18 04:30	EDT	2230	A:[91]
USGS	01052500	2005-04-18 04:45	EDT	2200	A:[91]
USGS	01052500	2005-04-18 05:00	EDT	2190	A:[91]
USGS	01052500	2005-04-18 05:15	EDT	2210	A:[91]
USGS	01052500	2005-04-18 05:30	EDT	2180	A:[91]
USGS	01052500	2005-04-18 05:45	EDT	2220	A:[91]
USGS	01052500	2005-04-18 06:00	EDT	2250	A:[91]
USGS	01052500	2005-04-18 06:15	EDT	2180	A:[91]
USGS	01052500	2005-04-18 06:30	EDT	2190	A:[91]
USGS	01052500	2005-04-18 06:45	EDT	2190	A:[91]
