# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-11-15 22:32:37 EST       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02163500 SALUDA RIVER NEAR WARE SHOALS, SC
# -----------------------------------------------------------------------------------
#
# Data provided for site 02163500
#            TS   parameter     Description
#        237980       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#    91  Daily mean calculated from data on this day matches published daily mean within 1 percent
# 
agency_cd	site_no	datetime	tz_cd	237980_00060	237980_00060_cd
USGS	02163500	1998-01-03 02:45	EST	759	A:[91]
USGS	02163500	1998-01-03 03:00	EST	755	A:[91]
USGS	02163500	1998-01-03 03:15	EST	755	A:[91]
USGS	02163500	1998-01-03 03:30	EST	755	A:[91]
USGS	02163500	1998-01-03 03:45	EST	755	A:[91]
USGS	02163500	1998-01-03 04:00	EST	750	A:[91]
USGS	02163500	1998-01-03 04:15	EST	755	A:[91]
USGS	02163500	1998-01-03 04:30	EST	755	A:[91]
USGS	02163500	1998-01-03 04:45	EST	750	A:[91]
USGS	02163500	1998-01-03 05:00	EST	755	A:[91]
USGS	02163500	1998-01-03 05:15	EST	755	A:[91]
USGS	02163500	1998-01-03 05:30	EST	755	A:[91]
USGS	02163500	1998-01-03 05:45	EST	755	A:[91]
USGS	02163500	1998-01-03 06:00	EST	755	A:[91]
USGS	02163500	1998-01-03 06:15	EST	755	A:[91]
USGS	02163500	1998-01-03 06:30	EST	759	A:[91]
USGS	02163500	1998-01-03 06:45	EST	755	A:[91]
USGS	02163500	1998-01-03 07:00	EST	759	A:[91]
USGS	02163500	1998-01-03 07:15	EST	755	A:[91]
USGS	02163500	1998-01-03 07:30	EST	755	A:[91]
USGS	02163500	1998-01-03 07:45	EST	755	A:[91]
USGS	02163500	1998-01-03 08:00	EST	755	A:[91]
USGS	02163500	1998-01-03 08:15	EST	755	A:[91]
USGS	02163500	1998-01-03 08:30	EST	750	A:[91]
USGS	02163500	1998-01-03 08:45	EST	759	A:[91]
USGS	02163500	1998-01-03 09:00	EST	755	A:[91]
USGS	02163500	1998-01-03 09:15	EST	755	A:[91]
USGS	02163500	1998-01-03 09:30	EST	759	A:[91]
USGS	02163500	1998-01-03 09:45	EST	759	A:[91]
USGS	02163500	1998-01-03 10:00	EST	755	A:[91]
USGS	02163500	1998-01-03 10:15	EST	755	A:[91]
USGS	02163500	1998-01-03 10:30	EST	755	A:[91]
USGS	02163500	1998-01-03 10:45	EST	755	A:[91]
USGS	02163500	1998-01-03 11:00	EST	755	A:[91]
USGS	02163500	1998-01-03 11:15	EST	759	A:[91]
USGS	02163500	1998-01-03 11:30	EST	759	A:[91]
USGS	02163500	1998-01-03 11:45	EST	759	A:[91]
USGS	02163500	1998-01-03 12:00	EST	759	A:[91]
USGS	02163500	1998-01-03 12:15	EST	759	A:[91]
USGS	02163500	1998-01-03 12:30	EST	755	A:[91]
USGS	02163500	1998-01-03 12:45	EST	755	A:[91]
USGS	02163500	1998-01-03 13:00	EST	755	A:[91]
USGS	02163500	1998-01-03 13:15	EST	755	A:[91]
USGS	02163500	1998-01-03 13:30	EST	755	A:[91]
USGS	02163500	1998-01-03 13:45	EST	755	A:[91]
USGS	02163500	1998-01-03 14:00	EST	755	A:[91]
USGS	02163500	1998-01-03 14:15	EST	755	A:[91]
USGS	02163500	1998-01-03 14:30	EST	755	A:[91]
USGS	02163500	1998-01-03 14:45	EST	755	A:[91]
USGS	02163500	1998-01-03 15:00	EST	759	A:[91]
USGS	02163500	1998-01-03 15:15	EST	759	A:[91]
USGS	02163500	1998-01-03 15:30	EST	759	A:[91]
USGS	02163500	1998-01-03 15:45	EST	759	A:[91]
USGS	02163500	1998-01-03 16:00	EST	755	A:[91]
USGS	02163500	1998-01-03 16:15	EST	759	A:[91]
USGS	02163500	1998-01-03 16:30	EST	759	A:[91]
USGS	02163500	1998-01-03 16:45	EST	759	A:[91]
USGS	02163500	1998-01-03 17:00	EST	759	A:[91]
USGS	02163500	1998-01-03 17:15	EST	759	A:[91]
USGS	02163500	1998-01-03 17:30	EST	755	A:[91]
USGS	02163500	1998-01-03 17:45	EST	755	A:[91]
USGS	02163500	1998-01-03 18:00	EST	755	A:[91]
USGS	02163500	1998-01-03 18:15	EST	759	A:[91]
USGS	02163500	1998-01-03 18:30	EST	755	A:[91]
USGS	02163500	1998-01-03 18:45	EST	755	A:[91]
USGS	02163500	1998-01-03 19:00	EST	759	A:[91]
USGS	02163500	1998-01-03 19:15	EST	759	A:[91]
USGS	02163500	1998-01-03 19:30	EST	759	A:[91]
USGS	02163500	1998-01-03 19:45	EST	759	A:[91]
USGS	02163500	1998-01-03 20:00	EST	759	A:[91]
USGS	02163500	1998-01-03 20:15	EST	755	A:[91]
USGS	02163500	1998-01-03 20:30	EST	755	A:[91]
USGS	02163500	1998-01-03 20:45	EST	755	A:[91]
USGS	02163500	1998-01-03 21:00	EST	759	A:[91]
USGS	02163500	1998-01-03 21:15	EST	755	A:[91]
USGS	02163500	1998-01-03 21:30	EST	759	A:[91]
USGS	02163500	1998-01-03 21:45	EST	755	A:[91]
USGS	02163500	1998-01-03 22:00	EST	755	A:[91]
USGS	02163500	1998-01-03 22:15	EST	755	A:[91]
USGS	02163500	1998-01-03 22:30	EST	755	A:[91]
USGS	02163500	1998-01-03 22:45	EST	755	A:[91]
USGS	02163500	1998-01-03 23:00	EST	750	A:[91]
USGS	02163500	1998-01-03 23:15	EST	750	A:[91]
USGS	02163500	1998-01-03 23:30	EST	742	A:[91]
USGS	02163500	1998-01-03 23:45	EST	733	A:[91]
USGS	02163500	1998-01-04 00:00	EST	725	A:[91]
USGS	02163500	1998-01-04 00:15	EST	720	A:[91]
USGS	02163500	1998-01-04 00:30	EST	708	A:[91]
USGS	02163500	1998-01-04 00:45	EST	687	A:[91]
USGS	02163500	1998-01-04 01:00	EST	670	A:[91]
USGS	02163500	1998-01-04 01:15	EST	650	A:[91]
USGS	02163500	1998-01-04 01:30	EST	637	A:[91]
USGS	02163500	1998-01-04 01:45	EST	617	A:[91]
USGS	02163500	1998-01-04 02:00	EST	594	A:[91]
USGS	02163500	1998-01-04 02:15	EST	582	A:[91]
USGS	02163500	1998-01-04 02:30	EST	574	A:[91]
USGS	02163500	1998-01-04 02:45	EST	567	A:[91]
USGS	02163500	1998-01-04 03:00	EST	559	A:[91]
USGS	02163500	1998-01-04 03:15	EST	548	A:[91]
USGS	02163500	1998-01-04 03:30	EST	536	A:[91]
USGS	02163500	1998-01-04 03:45	EST	529	A:[91]
USGS	02163500	1998-01-04 04:00	EST	522	A:[91]
USGS	02163500	1998-01-04 04:15	EST	518	A:[91]
USGS	02163500	1998-01-04 04:30	EST	518	A:[91]
USGS	02163500	1998-01-04 04:45	EST	511	A:[91]
USGS	02163500	1998-01-04 05:00	EST	507	A:[91]
USGS	02163500	1998-01-04 05:15	EST	503	A:[91]
USGS	02163500	1998-01-04 05:30	EST	500	A:[91]
USGS	02163500	1998-01-04 05:45	EST	496	A:[91]
USGS	02163500	1998-01-04 06:00	EST	496	A:[91]
USGS	02163500	1998-01-04 06:15	EST	500	A:[91]
USGS	02163500	1998-01-04 06:30	EST	503	A:[91]
USGS	02163500	1998-01-04 06:45	EST	507	A:[91]
USGS	02163500	1998-01-04 07:00	EST	511	A:[91]
USGS	02163500	1998-01-04 07:15	EST	511	A:[91]
USGS	02163500	1998-01-04 07:30	EST	514	A:[91]
USGS	02163500	1998-01-04 07:45	EST	514	A:[91]
USGS	02163500	1998-01-04 08:00	EST	518	A:[91]
USGS	02163500	1998-01-04 08:15	EST	518	A:[91]
USGS	02163500	1998-01-04 08:30	EST	518	A:[91]
USGS	02163500	1998-01-04 08:45	EST	522	A:[91]
USGS	02163500	1998-01-04 09:00	EST	522	A:[91]
USGS	02163500	1998-01-04 09:15	EST	529	A:[91]
USGS	02163500	1998-01-04 09:30	EST	536	A:[91]
USGS	02163500	1998-01-04 09:45	EST	536	A:[91]
USGS	02163500	1998-01-04 10:00	EST	540	A:[91]
USGS	02163500	1998-01-04 10:15	EST	540	A:[91]
USGS	02163500	1998-01-04 10:30	EST	540	A:[91]
USGS	02163500	1998-01-04 10:45	EST	540	A:[91]
USGS	02163500	1998-01-04 11:00	EST	540	A:[91]
USGS	02163500	1998-01-04 11:15	EST	536	A:[91]
USGS	02163500	1998-01-04 11:30	EST	536	A:[91]
USGS	02163500	1998-01-04 11:45	EST	536	A:[91]
USGS	02163500	1998-01-04 12:00	EST	536	A:[91]
USGS	02163500	1998-01-04 12:15	EST	536	A:[91]
USGS	02163500	1998-01-04 12:30	EST	536	A:[91]
USGS	02163500	1998-01-04 12:45	EST	536	A:[91]
USGS	02163500	1998-01-04 13:00	EST	536	A:[91]
USGS	02163500	1998-01-04 13:15	EST	536	A:[91]
USGS	02163500	1998-01-04 13:30	EST	536	A:[91]
USGS	02163500	1998-01-04 13:45	EST	536	A:[91]
USGS	02163500	1998-01-04 14:00	EST	536	A:[91]
USGS	02163500	1998-01-04 14:15	EST	536	A:[91]
USGS	02163500	1998-01-04 14:30	EST	536	A:[91]
USGS	02163500	1998-01-04 14:45	EST	533	A:[91]
USGS	02163500	1998-01-04 15:00	EST	533	A:[91]
USGS	02163500	1998-01-04 15:15	EST	529	A:[91]
USGS	02163500	1998-01-04 15:30	EST	525	A:[91]
USGS	02163500	1998-01-04 15:45	EST	525	A:[91]
USGS	02163500	1998-01-04 16:00	EST	525	A:[91]
USGS	02163500	1998-01-04 16:15	EST	529	A:[91]
USGS	02163500	1998-01-04 16:30	EST	529	A:[91]
USGS	02163500	1998-01-04 16:45	EST	529	A:[91]
USGS	02163500	1998-01-04 17:00	EST	529	A:[91]
USGS	02163500	1998-01-04 17:15	EST	529	A:[91]
USGS	02163500	1998-01-04 17:30	EST	529	A:[91]
USGS	02163500	1998-01-04 17:45	EST	529	A:[91]
USGS	02163500	1998-01-04 18:00	EST	529	A:[91]
USGS	02163500	1998-01-04 18:15	EST	533	A:[91]
USGS	02163500	1998-01-04 18:30	EST	529	A:[91]
USGS	02163500	1998-01-04 18:45	EST	529	A:[91]
USGS	02163500	1998-01-04 19:00	EST	529	A:[91]
USGS	02163500	1998-01-04 19:15	EST	533	A:[91]
USGS	02163500	1998-01-04 19:30	EST	533	A:[91]
USGS	02163500	1998-01-04 19:45	EST	533	A:[91]
USGS	02163500	1998-01-04 20:00	EST	533	A:[91]
USGS	02163500	1998-01-04 20:15	EST	533	A:[91]
USGS	02163500	1998-01-04 20:30	EST	533	A:[91]
USGS	02163500	1998-01-04 20:45	EST	533	A:[91]
USGS	02163500	1998-01-04 21:00	EST	533	A:[91]
USGS	02163500	1998-01-04 21:15	EST	533	A:[91]
USGS	02163500	1998-01-04 21:30	EST	533	A:[91]
USGS	02163500	1998-01-04 21:45	EST	536	A:[91]
USGS	02163500	1998-01-04 22:00	EST	540	A:[91]
USGS	02163500	1998-01-04 22:15	EST	544	A:[91]
USGS	02163500	1998-01-04 22:30	EST	544	A:[91]
USGS	02163500	1998-01-04 22:45	EST	551	A:[91]
USGS	02163500	1998-01-04 23:00	EST	548	A:[91]
USGS	02163500	1998-01-04 23:15	EST	548	A:[91]
USGS	02163500	1998-01-04 23:30	EST	548	A:[91]
USGS	02163500	1998-01-04 23:45	EST	548	A:[91]
USGS	02163500	1998-01-05 00:00	EST	544	A:[91]
USGS	02163500	1998-01-05 00:15	EST	544	A:[91]
USGS	02163500	1998-01-05 00:30	EST	544	A:[91]
USGS	02163500	1998-01-05 00:45	EST	544	A:[91]
USGS	02163500	1998-01-05 01:00	EST	540	A:[91]
USGS	02163500	1998-01-05 01:15	EST	540	A:[91]
USGS	02163500	1998-01-05 01:30	EST	544	A:[91]
USGS	02163500	1998-01-05 01:45	EST	540	A:[91]
USGS	02163500	1998-01-05 02:00	EST	540	A:[91]
USGS	02163500	1998-01-05 02:15	EST	536	A:[91]
USGS	02163500	1998-01-05 02:30	EST	525	A:[91]
USGS	02163500	1998-01-05 02:45	EST	518	A:[91]
USGS	02163500	1998-01-05 03:00	EST	518	A:[91]
USGS	02163500	1998-01-05 03:15	EST	518	A:[91]
USGS	02163500	1998-01-05 03:30	EST	518	A:[91]
USGS	02163500	1998-01-05 03:45	EST	525	A:[91]
USGS	02163500	1998-01-05 04:00	EST	525	A:[91]
USGS	02163500	1998-01-05 04:15	EST	518	A:[91]
USGS	02163500	1998-01-05 04:30	EST	511	A:[91]
USGS	02163500	1998-01-05 04:45	EST	507	A:[91]
USGS	02163500	1998-01-05 05:00	EST	503	A:[91]
USGS	02163500	1998-01-05 05:15	EST	500	A:[91]
USGS	02163500	1998-01-05 05:30	EST	496	A:[91]
USGS	02163500	1998-01-05 05:45	EST	493	A:[91]
USGS	02163500	1998-01-05 06:00	EST	493	A:[91]
USGS	02163500	1998-01-05 06:15	EST	493	A:[91]
USGS	02163500	1998-01-05 06:30	EST	493	A:[91]
USGS	02163500	1998-01-05 06:45	EST	493	A:[91]
USGS	02163500	1998-01-05 07:00	EST	493	A:[91]
USGS	02163500	1998-01-05 07:15	EST	493	A:[91]
USGS	02163500	1998-01-05 07:30	EST	500	A:[91]
USGS	02163500	1998-01-05 07:45	EST	503	A:[91]
USGS	02163500	1998-01-05 08:00	EST	496	A:[91]
USGS	02163500	1998-01-05 08:15	EST	518	A:[91]
USGS	02163500	1998-01-05 08:30	EST	551	A:[91]
USGS	02163500	1998-01-05 08:45	EST	574	A:[91]
USGS	02163500	1998-01-05 09:00	EST	590	A:[91]
USGS	02163500	1998-01-05 09:15	EST	602	A:[91]
USGS	02163500	1998-01-05 09:30	EST	609	A:[91]
USGS	02163500	1998-01-05 09:45	EST	602	A:[91]
USGS	02163500	1998-01-05 10:00	EST	602	A:[91]
USGS	02163500	1998-01-05 10:15	EST	598	A:[91]
USGS	02163500	1998-01-05 10:30	EST	594	A:[91]
USGS	02163500	1998-01-05 10:45	EST	590	A:[91]
USGS	02163500	1998-01-05 11:00	EST	590	A:[91]
USGS	02163500	1998-01-05 11:15	EST	586	A:[91]
