# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-11-15 23:02:16 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01052500 Diamond River near Wentworth Location, NH
# -----------------------------------------------------------------------------------
#
# Data provided for site 01052500
#            TS   parameter     Description
#         65661       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	65661_00060	65661_00060_cd
USGS	01052500	2019-01-22 08:00	EST	101	A:e
USGS	01052500	2019-01-22 16:00	EST	99.5	A:e
USGS	01052500	2019-01-23 00:00	EST	98.5	A:e
USGS	01052500	2019-01-23 08:00	EST	97.4	A:e
USGS	01052500	2019-01-23 16:00	EST	96.3	A:e
USGS	01052500	2019-01-24 00:00	EST	95.3	A:e
USGS	01052500	2019-01-24 08:00	EST	93.7	A:e
USGS	01052500	2019-01-24 10:00	EST	97.0	A:e
USGS	01052500	2019-01-24 12:00	EST	102	A:e
USGS	01052500	2019-01-24 14:00	EST	107	A:e
USGS	01052500	2019-01-24 16:00	EST	118	A:e
USGS	01052500	2019-01-24 18:00	EST	135	A:e
USGS	01052500	2019-01-24 20:00	EST	157	A:e
USGS	01052500	2019-01-24 22:00	EST	189	A:e
USGS	01052500	2019-01-25 00:00	EST	240	A:e
USGS	01052500	2019-01-25 02:00	EST	328	A:e
USGS	01052500	2019-01-25 04:00	EST	581	A:e
USGS	01052500	2019-01-25 06:00	EST	1270	A:e
USGS	01052500	2019-01-25 08:00	EST	1900	A:e
USGS	01052500	2019-01-25 10:00	EST	2110	A:e
USGS	01052500	2019-01-25 12:00	EST	2190	A:e
USGS	01052500	2019-01-25 14:00	EST	2160	A:e
USGS	01052500	2019-01-25 16:00	EST	2100	A:e
USGS	01052500	2019-01-25 18:00	EST	2040	A:e
USGS	01052500	2019-01-25 20:00	EST	1930	A:e
USGS	01052500	2019-01-25 22:00	EST	1830	A:e
USGS	01052500	2019-01-26 00:00	EST	1730	A:e
USGS	01052500	2019-01-26 08:00	EST	1510	A:e
USGS	01052500	2019-01-26 16:00	EST	1310	A:e
USGS	01052500	2019-01-27 00:00	EST	1180	A:e
USGS	01052500	2019-01-27 08:00	EST	1070	A:e
USGS	01052500	2019-01-27 16:00	EST	965	A:e
USGS	01052500	2019-01-28 00:00	EST	882	A:e
USGS	01052500	2019-01-28 08:00	EST	809	A:e
USGS	01052500	2019-01-28 16:00	EST	747	A:e
USGS	01052500	2019-01-29 00:00	EST	700	A:e
USGS	01052500	2019-01-29 08:00	EST	664	A:e
USGS	01052500	2019-01-29 16:00	EST	626	A:e
USGS	01052500	2019-01-30 00:00	EST	590	A:e
USGS	01052500	2019-01-30 08:00	EST	556	A:e
USGS	01052500	2019-01-30 16:00	EST	526	A:e
USGS	01052500	2019-01-31 00:00	EST	497	A:e
USGS	01052500	2019-01-31 08:00	EST	468	A:e
USGS	01052500	2019-01-31 16:00	EST	440	A:e
USGS	01052500	2019-02-01 00:00	EST	419	A:e
USGS	01052500	2019-02-01 00:30	EST	417	A:e
USGS	01052500	2019-02-01 08:30	EST	396	A:e
USGS	01052500	2019-02-01 16:30	EST	378	A:e
USGS	01052500	2019-02-02 00:30	EST	365	A:e
USGS	01052500	2019-02-02 08:30	EST	354	A:e
USGS	01052500	2019-02-02 16:30	EST	343	A:e
USGS	01052500	2019-02-03 00:30	EST	335	A:e
USGS	01052500	2019-02-03 08:30	EST	329	A:e
USGS	01052500	2019-02-03 16:30	EST	324	A:e
USGS	01052500	2019-02-04 00:30	EST	321	A:e
USGS	01052500	2019-02-04 08:30	EST	320	A:e
USGS	01052500	2019-02-04 16:30	EST	321	A:e
USGS	01052500	2019-02-05 00:30	EST	332	A:e
USGS	01052500	2019-02-05 08:30	EST	348	A:e
USGS	01052500	2019-02-05 16:30	EST	388	A:e
USGS	01052500	2019-02-06 00:30	EST	448	A:e
USGS	01052500	2019-02-06 08:30	EST	486	A:e
USGS	01052500	2019-02-06 16:30	EST	497	A:e
USGS	01052500	2019-02-07 00:30	EST	503	A:e
USGS	01052500	2019-02-07 08:30	EST	502	A:e
USGS	01052500	2019-02-07 16:30	EST	496	A:e
USGS	01052500	2019-02-08 00:30	EST	490	A:e
USGS	01052500	2019-02-08 08:30	EST	480	A:e
USGS	01052500	2019-02-08 16:30	EST	470	A:e
USGS	01052500	2019-02-09 00:30	EST	459	A:e
USGS	01052500	2019-02-09 08:30	EST	450	A:e
USGS	01052500	2019-02-09 16:30	EST	437	A:e
USGS	01052500	2019-02-10 00:30	EST	428	A:e
USGS	01052500	2019-02-10 08:30	EST	420	A:e
USGS	01052500	2019-02-10 16:30	EST	413	A:e
USGS	01052500	2019-02-11 00:30	EST	406	A:e
USGS	01052500	2019-02-11 08:30	EST	398	A:e
USGS	01052500	2019-02-11 16:30	EST	389	A:e
USGS	01052500	2019-02-12 00:30	EST	381	A:e
USGS	01052500	2019-02-12 08:30	EST	373	A:e
USGS	01052500	2019-02-12 16:30	EST	367	A:e
USGS	01052500	2019-02-13 00:30	EST	361	A:e
USGS	01052500	2019-02-13 08:30	EST	355	A:e
USGS	01052500	2019-02-13 16:30	EST	350	A:e
USGS	01052500	2019-02-14 00:30	EST	346	A:e
USGS	01052500	2019-02-14 08:30	EST	341	A:e
USGS	01052500	2019-02-14 16:30	EST	341	A:e
USGS	01052500	2019-02-15 00:30	EST	341	A:e
USGS	01052500	2019-02-15 08:30	EST	341	A:e
USGS	01052500	2019-02-15 16:30	EST	341	A:e
USGS	01052500	2019-02-16 00:30	EST	340	A:e
USGS	01052500	2019-02-16 08:30	EST	339	A:e
USGS	01052500	2019-02-16 16:30	EST	335	A:e
USGS	01052500	2019-02-17 00:30	EST	331	A:e
USGS	01052500	2019-02-17 08:30	EST	325	A:e
USGS	01052500	2019-02-17 16:30	EST	319	A:e
USGS	01052500	2019-02-18 00:30	EST	314	A:e
USGS	01052500	2019-02-18 08:30	EST	310	A:e
USGS	01052500	2019-02-18 16:30	EST	305	A:e
USGS	01052500	2019-02-19 00:30	EST	300	A:e
USGS	01052500	2019-02-19 08:30	EST	294	A:e
USGS	01052500	2019-02-19 16:30	EST	289	A:e
USGS	01052500	2019-02-20 00:30	EST	283	A:e
USGS	01052500	2019-02-20 08:30	EST	278	A:e
USGS	01052500	2019-02-20 16:30	EST	272	A:e
USGS	01052500	2019-02-21 00:30	EST	266	A:e
USGS	01052500	2019-02-21 08:30	EST	260	A:e
USGS	01052500	2019-02-21 16:30	EST	258	A:e
USGS	01052500	2019-02-22 00:30	EST	255	A:e
USGS	01052500	2019-02-22 08:30	EST	254	A:e
USGS	01052500	2019-02-22 16:30	EST	252	A:e
USGS	01052500	2019-02-23 00:30	EST	251	A:e
USGS	01052500	2019-02-23 08:30	EST	251	A:e
USGS	01052500	2019-02-23 16:30	EST	251	A:e
USGS	01052500	2019-02-24 00:30	EST	251	A:e
USGS	01052500	2019-02-24 08:30	EST	250	A:e
USGS	01052500	2019-02-24 16:30	EST	247	A:e
USGS	01052500	2019-02-25 00:30	EST	244	A:e
USGS	01052500	2019-02-25 08:30	EST	241	A:e
USGS	01052500	2019-02-25 16:30	EST	239	A:e
USGS	01052500	2019-02-26 00:30	EST	237	A:e
USGS	01052500	2019-02-26 08:30	EST	235	A:e
USGS	01052500	2019-02-26 16:30	EST	233	A:e
USGS	01052500	2019-02-27 00:30	EST	231	A:e
USGS	01052500	2019-02-27 08:30	EST	229	A:e
USGS	01052500	2019-02-27 16:30	EST	226	A:e
USGS	01052500	2019-02-28 00:30	EST	223	A:e
USGS	01052500	2019-02-28 08:30	EST	221	A:e
USGS	01052500	2019-02-28 16:30	EST	219	A:e
USGS	01052500	2019-03-01 00:30	EST	217	A:e
USGS	01052500	2019-03-01 08:30	EST	215	A:e
USGS	01052500	2019-03-01 16:30	EST	213	A:e
USGS	01052500	2019-03-02 00:30	EST	211	A:e
USGS	01052500	2019-03-02 08:30	EST	209	A:e
USGS	01052500	2019-03-02 16:30	EST	207	A:e
USGS	01052500	2019-03-03 00:30	EST	205	A:e
USGS	01052500	2019-03-03 08:30	EST	203	A:e
USGS	01052500	2019-03-03 16:30	EST	201	A:e
USGS	01052500	2019-03-04 00:30	EST	199	A:e
USGS	01052500	2019-03-04 08:30	EST	197	A:e
USGS	01052500	2019-03-04 16:30	EST	195	A:e
USGS	01052500	2019-03-05 00:30	EST	193	A:e
USGS	01052500	2019-03-05 08:30	EST	191	A:e
USGS	01052500	2019-03-05 16:30	EST	189	A:e
USGS	01052500	2019-03-06 00:30	EST	187	A:e
USGS	01052500	2019-03-06 08:30	EST	185	A:e
USGS	01052500	2019-03-06 16:30	EST	184	A:e
USGS	01052500	2019-03-07 00:30	EST	182	A:e
USGS	01052500	2019-03-07 08:30	EST	180	A:e
USGS	01052500	2019-03-07 16:30	EST	178	A:e
USGS	01052500	2019-03-08 00:30	EST	176	A:e
USGS	01052500	2019-03-08 08:30	EST	174	A:e
USGS	01052500	2019-03-08 16:30	EST	173	A:e
USGS	01052500	2019-03-09 00:30	EST	171	A:e
USGS	01052500	2019-03-09 08:30	EST	170	A:e
USGS	01052500	2019-03-09 16:30	EST	168	A:e
USGS	01052500	2019-03-10 00:30	EST	166	A:e
USGS	01052500	2019-03-10 09:30	EDT	165	A:e
USGS	01052500	2019-03-10 17:30	EDT	163	A:e
USGS	01052500	2019-03-11 01:30	EDT	162	A:e
USGS	01052500	2019-03-11 09:30	EDT	160	A:e
USGS	01052500	2019-03-11 17:30	EDT	159	A:e
USGS	01052500	2019-03-12 01:30	EDT	158	A:e
USGS	01052500	2019-03-12 09:30	EDT	156	A:e
USGS	01052500	2019-03-12 17:30	EDT	154	A:e
USGS	01052500	2019-03-13 01:30	EDT	153	A:e
USGS	01052500	2019-03-13 09:30	EDT	151	A:e
USGS	01052500	2019-03-13 17:30	EDT	150	A:e
USGS	01052500	2019-03-14 01:30	EDT	148	A:e
USGS	01052500	2019-03-14 09:30	EDT	147	A:e
USGS	01052500	2019-03-14 17:30	EDT	145	A:e
USGS	01052500	2019-03-15 01:00	EDT	150	A:e
USGS	01052500	2019-03-15 09:00	EDT	173	A:e
USGS	01052500	2019-03-15 17:00	EDT	215	A:e
USGS	01052500	2019-03-16 01:00	EDT	264	A:e
USGS	01052500	2019-03-16 09:00	EDT	316	A:e
USGS	01052500	2019-03-16 17:00	EDT	373	A:e
USGS	01052500	2019-03-17 01:00	EDT	402	A:e
USGS	01052500	2019-03-17 09:00	EDT	386	A:e
USGS	01052500	2019-03-17 17:00	EDT	364	A:e
USGS	01052500	2019-03-18 01:00	EDT	341	A:e
USGS	01052500	2019-03-18 09:00	EDT	319	A:e
USGS	01052500	2019-03-18 17:00	EDT	298	A:e
USGS	01052500	2019-03-19 01:00	EDT	280	A:e
USGS	01052500	2019-03-19 09:00	EDT	261	A:e
USGS	01052500	2019-03-19 17:00	EDT	244	A:e
USGS	01052500	2019-03-20 01:00	EDT	233	A:e
USGS	01052500	2019-03-20 09:00	EDT	219	A:e
USGS	01052500	2019-03-20 17:00	EDT	206	A:e
USGS	01052500	2019-03-21 01:00	EDT	199	A:e
USGS	01052500	2019-03-21 09:00	EDT	192	A:e
USGS	01052500	2019-03-21 17:00	EDT	187	A:e
USGS	01052500	2019-03-22 01:00	EDT	187	A:e
USGS	01052500	2019-03-22 09:00	EDT	187	A:e
USGS	01052500	2019-03-22 17:00	EDT	187	A:e
USGS	01052500	2019-03-23 01:00	EDT	188	A:e
USGS	01052500	2019-03-23 09:00	EDT	188	A:e
USGS	01052500	2019-03-23 17:00	EDT	185	A:e
USGS	01052500	2019-03-24 01:00	EDT	178	A:e
USGS	01052500	2019-03-24 09:00	EDT	176	A:e
USGS	01052500	2019-03-24 17:00	EDT	175	A:e
USGS	01052500	2019-03-25 01:00	EDT	168	A:e
USGS	01052500	2019-03-25 09:00	EDT	161	A:e
USGS	01052500	2019-03-25 17:00	EDT	154	A:e
USGS	01052500	2019-03-26 01:00	EDT	147	A:e
USGS	01052500	2019-03-26 09:00	EDT	141	A:e
USGS	01052500	2019-03-26 17:00	EDT	136	A:e
USGS	01052500	2019-03-27 01:00	EDT	131	A:e
USGS	01052500	2019-03-27 09:00	EDT	128	A:e
USGS	01052500	2019-03-27 17:00	EDT	125	A:e
USGS	01052500	2019-03-28 01:00	EDT	126	A:e
USGS	01052500	2019-03-28 09:00	EDT	123	A:e
USGS	01052500	2019-03-28 17:00	EDT	121	A:e
USGS	01052500	2019-03-29 01:00	EDT	123	A:e
USGS	01052500	2019-03-29 09:00	EDT	128	A:e
USGS	01052500	2019-03-29 17:00	EDT	138	A:e
USGS	01052500	2019-03-30 01:00	EDT	145	A:e
USGS	01052500	2019-03-30 09:00	EDT	152	A:e
USGS	01052500	2019-03-30 17:00	EDT	162	A:e
USGS	01052500	2019-03-31 01:00	EDT	178	A:e
USGS	01052500	2019-03-31 09:00	EDT	267	A:e
USGS	01052500	2019-03-31 17:00	EDT	528	A:e
USGS	01052500	2019-04-01 01:00	EDT	869	A:e
USGS	01052500	2019-04-01 09:00	EDT	1210	A:e
USGS	01052500	2019-04-01 17:00	EDT	1410	A:e
USGS	01052500	2019-04-02 01:00	EDT	1260	A:e
USGS	01052500	2019-04-02 09:00	EDT	1110	A:e
USGS	01052500	2019-04-02 17:00	EDT	959	A:e
USGS	01052500	2019-04-03 01:00	EDT	805	A:e
USGS	01052500	2019-04-03 09:00	EDT	698	A:e
USGS	01052500	2019-04-03 17:00	EDT	717	A:e
USGS	01052500	2019-04-04 01:00	EDT	782	A:e
USGS	01052500	2019-04-04 09:00	EDT	800	A:e
USGS	01052500	2019-04-04 17:00	EDT	728	A:e
USGS	01052500	2019-04-05 01:00	EDT	655	A:e
USGS	01052500	2019-04-05 09:00	EDT	601	A:e
USGS	01052500	2019-04-05 17:00	EDT	609	A:e
USGS	01052500	2019-04-06 01:00	EDT	603	A:e
USGS	01052500	2019-04-06 09:00	EDT	586	A:e
USGS	01052500	2019-04-06 17:00	EDT	556	A:e
USGS	01052500	2019-04-07 01:00	EDT	546	A:e
USGS	01052500	2019-04-07 09:00	EDT	543	A:e
USGS	01052500	2019-04-07 17:00	EDT	588	A:e
USGS	01052500	2019-04-08 01:00	EDT	769	A:e
USGS	01052500	2019-04-08 09:00	EDT	898	A:e
USGS	01052500	2019-04-08 17:00	EDT	897	A:e
USGS	01052500	2019-04-09 01:00	EDT	803	A:e
USGS	01052500	2019-04-09 09:00	EDT	717	A:e
USGS	01052500	2019-04-09 17:00	EDT	610	A:e
USGS	01052500	2019-04-10 01:00	EDT	538	A:e
USGS	01052500	2019-04-10 09:00	EDT	476	A:e
USGS	01052500	2019-04-10 17:00	EDT	437	A:e
USGS	01052500	2019-04-11 01:00	EDT	400	A:e
USGS	01052500	2019-04-11 09:00	EDT	374	A:e
USGS	01052500	2019-04-11 17:00	EDT	355	A:e
USGS	01052500	2019-04-12 01:00	EDT	340	A:e
USGS	01052500	2019-04-12 09:00	EDT	326	A:e
USGS	01052500	2019-04-12 17:00	EDT	311	A:e
USGS	01052500	2019-04-13 01:00	EDT	328	A:e
USGS	01052500	2019-04-13 03:00	EDT	334	A:e
USGS	01052500	2019-04-13 05:00	EDT	340	A:e
USGS	01052500	2019-04-13 07:00	EDT	355	A:e
USGS	01052500	2019-04-13 09:00	EDT	371	A:e
USGS	01052500	2019-04-13 11:00	EDT	395	A:e
USGS	01052500	2019-04-13 13:00	EDT	425	A:e
USGS	01052500	2019-04-13 15:00	EDT	465	A:e
USGS	01052500	2019-04-13 17:00	EDT	540	A:e
USGS	01052500	2019-04-13 19:00	EDT	684	A:e
USGS	01052500	2019-04-13 21:00	EDT	1000	A:e
USGS	01052500	2019-04-13 23:00	EDT	1310	A:e
USGS	01052500	2019-04-14 01:00	EDT	1510	A:e
USGS	01052500	2019-04-14 03:00	EDT	1600	A:e
USGS	01052500	2019-04-14 05:00	EDT	1620	A:e
USGS	01052500	2019-04-14 07:00	EDT	1620	A:e
USGS	01052500	2019-04-14 09:00	EDT	1560	A:e
USGS	01052500	2019-04-14 11:00	EDT	1510	A:e
USGS	01052500	2019-04-14 13:00	EDT	1460	A:e
USGS	01052500	2019-04-14 15:00	EDT	1460	A:e
USGS	01052500	2019-04-14 17:00	EDT	1490	A:e
USGS	01052500	2019-04-14 19:00	EDT	1550	A:e
USGS	01052500	2019-04-14 21:00	EDT	1670	A:e
USGS	01052500	2019-04-14 23:00	EDT	1810	A:e
USGS	01052500	2019-04-15 01:00	EDT	1940	A:e
USGS	01052500	2019-04-15 03:00	EDT	1980	A:e
USGS	01052500	2019-04-15 05:00	EDT	2030	A:e
USGS	01052500	2019-04-15 07:00	EDT	2160	A:e
USGS	01052500	2019-04-15 09:00	EDT	2310	A:e
USGS	01052500	2019-04-15 11:00	EDT	2610	A:e
USGS	01052500	2019-04-15 13:00	EDT	2880	A:e
USGS	01052500	2019-04-15 15:00	EDT	3010	A:e
USGS	01052500	2019-04-15 17:00	EDT	3120	A:e
USGS	01052500	2019-04-15 18:00	EDT	3150	A
USGS	01052500	2019-04-15 18:15	EDT	3090	A
USGS	01052500	2019-04-15 18:30	EDT	3120	A
USGS	01052500	2019-04-15 18:45	EDT	3110	A
USGS	01052500	2019-04-15 19:00	EDT	3110	A
USGS	01052500	2019-04-15 19:15	EDT	3110	A
USGS	01052500	2019-04-15 19:30	EDT	3120	A
USGS	01052500	2019-04-15 19:45	EDT	3140	A
USGS	01052500	2019-04-15 20:00	EDT	3160	A
USGS	01052500	2019-04-15 20:15	EDT	3110	A
USGS	01052500	2019-04-15 20:30	EDT	3150	A
USGS	01052500	2019-04-15 20:45	EDT	3150	A
USGS	01052500	2019-04-15 21:00	EDT	3140	A
USGS	01052500	2019-04-15 21:15	EDT	3170	A
USGS	01052500	2019-04-15 21:30	EDT	3260	A
USGS	01052500	2019-04-15 21:45	EDT	3250	A
USGS	01052500	2019-04-15 22:00	EDT	3230	A
USGS	01052500	2019-04-15 22:15	EDT	3210	A
USGS	01052500	2019-04-15 22:30	EDT	3230	A
USGS	01052500	2019-04-15 22:45	EDT	3210	A
USGS	01052500	2019-04-15 23:00	EDT	3200	A
USGS	01052500	2019-04-15 23:15	EDT	3160	A
USGS	01052500	2019-04-15 23:30	EDT	3190	A
USGS	01052500	2019-04-15 23:45	EDT	3150	A
USGS	01052500	2019-04-16 00:00	EDT	3160	A
USGS	01052500	2019-04-16 00:15	EDT	3120	A
USGS	01052500	2019-04-16 00:30	EDT	3100	A
USGS	01052500	2019-04-16 00:45	EDT	3110	A
USGS	01052500	2019-04-16 01:00	EDT	3100	A
USGS	01052500	2019-04-16 01:15	EDT	3100	A
USGS	01052500	2019-04-16 01:30	EDT	3090	A
USGS	01052500	2019-04-16 01:45	EDT	3070	A
USGS	01052500	2019-04-16 02:00	EDT	3070	A
USGS	01052500	2019-04-16 02:15	EDT	3070	A
USGS	01052500	2019-04-16 02:30	EDT	3040	A
USGS	01052500	2019-04-16 02:45	EDT	3070	A
USGS	01052500	2019-04-16 03:00	EDT	3040	A
USGS	01052500	2019-04-16 03:15	EDT	2990	A
USGS	01052500	2019-04-16 03:30	EDT	3040	A
USGS	01052500	2019-04-16 03:45	EDT	3030	A
USGS	01052500	2019-04-16 04:00	EDT	3020	A
USGS	01052500	2019-04-16 04:15	EDT	3020	A
USGS	01052500	2019-04-16 04:30	EDT	3020	A
USGS	01052500	2019-04-16 04:45	EDT	3020	A
USGS	01052500	2019-04-16 05:00	EDT	2980	A
USGS	01052500	2019-04-16 05:15	EDT	3010	A
USGS	01052500	2019-04-16 05:30	EDT	2990	A
USGS	01052500	2019-04-16 05:45	EDT	2960	A
USGS	01052500	2019-04-16 06:00	EDT	2970	A
USGS	01052500	2019-04-16 06:15	EDT	2980	A
USGS	01052500	2019-04-16 06:30	EDT	2960	A
USGS	01052500	2019-04-16 06:45	EDT	2950	A
USGS	01052500	2019-04-16 07:00	EDT	2960	A
USGS	01052500	2019-04-16 07:15	EDT	2930	A
USGS	01052500	2019-04-16 07:30	EDT	2900	A
USGS	01052500	2019-04-16 07:45	EDT	2890	A
USGS	01052500	2019-04-16 08:00	EDT	2870	A
USGS	01052500	2019-04-16 08:15	EDT	2870	A
USGS	01052500	2019-04-16 08:30	EDT	2870	A
USGS	01052500	2019-04-16 08:45	EDT	2870	A
USGS	01052500	2019-04-16 09:00	EDT	2850	A
USGS	01052500	2019-04-16 09:15	EDT	2820	A
USGS	01052500	2019-04-16 09:30	EDT	2820	A
USGS	01052500	2019-04-16 09:45	EDT	2820	A
USGS	01052500	2019-04-16 10:00	EDT	2800	A
USGS	01052500	2019-04-16 10:15	EDT	2810	A
USGS	01052500	2019-04-16 10:30	EDT	2800	A
USGS	01052500	2019-04-16 10:45	EDT	2780	A
USGS	01052500	2019-04-16 11:00	EDT	2800	A
USGS	01052500	2019-04-16 11:15	EDT	2770	A
USGS	01052500	2019-04-16 11:30	EDT	2790	A
USGS	01052500	2019-04-16 11:45	EDT	2770	A
USGS	01052500	2019-04-16 12:00	EDT	2760	A
USGS	01052500	2019-04-16 12:15	EDT	2760	A
USGS	01052500	2019-04-16 12:30	EDT	2810	A
USGS	01052500	2019-04-16 12:45	EDT	2800	A
USGS	01052500	2019-04-16 13:00	EDT	2740	A
USGS	01052500	2019-04-16 13:15	EDT	2740	A
USGS	01052500	2019-04-16 13:30	EDT	2730	A
USGS	01052500	2019-04-16 13:45	EDT	2720	A
USGS	01052500	2019-04-16 14:00	EDT	2720	A
USGS	01052500	2019-04-16 14:15	EDT	2710	A
USGS	01052500	2019-04-16 14:30	EDT	2690	A
USGS	01052500	2019-04-16 14:45	EDT	2710	A
USGS	01052500	2019-04-16 15:00	EDT	2690	A
USGS	01052500	2019-04-16 15:15	EDT	2670	A
USGS	01052500	2019-04-16 15:30	EDT	2670	A
USGS	01052500	2019-04-16 15:45	EDT	2660	A
USGS	01052500	2019-04-16 16:00	EDT	2650	A
USGS	01052500	2019-04-16 16:15	EDT	2630	A
USGS	01052500	2019-04-16 16:30	EDT	2630	A
USGS	01052500	2019-04-16 16:45	EDT	2590	A
USGS	01052500	2019-04-16 17:00	EDT	2590	A
USGS	01052500	2019-04-16 17:15	EDT	2580	A
USGS	01052500	2019-04-16 17:30	EDT	2570	A
USGS	01052500	2019-04-16 17:45	EDT	2570	A
USGS	01052500	2019-04-16 18:00	EDT	2550	A
USGS	01052500	2019-04-16 18:15	EDT	2540	A
USGS	01052500	2019-04-16 18:30	EDT	2520	A
USGS	01052500	2019-04-16 18:45	EDT	2500	A
USGS	01052500	2019-04-16 19:00	EDT	2470	A
